Company,Bean_Origin_or_Bar_Name,REF,Review_Date,Cocoa_Percent,Company_Location,Rating,Bean_Type,Broad_Bean_Origin
C-Amaro,Venezuela,809,2012,80.0,Italy,3.0,None,Venezuela
C-Amaro,Sao Tome,749,2011,78.0,Italy,2.25,,Sao Tome & Principe
C-Amaro,Trinidad,765,2011,70.0,Italy,2.5,,Trinidad Tobago
Cao,Porcelana,1804,2016,75.0,United States of America,2.5,,Venezuela
Cao,Tanzania,1804,2016,73.0,United States of America,2.75,None,Tanzania
Cao,"Porcelana, Batch 5163",1804,2016,70.0,United States of America,3.0,,Venezuela
Cao,Bolivia,1808,2016,75.0,United States of America,3.0,None,Bolivia
Cao,Brazil,1808,2016,70.0,United States of America,3.25,,Brazil
Caoni (Tulicorp),Esmeraldas,237,2008,77.0,Ecuador,2.0,,Ecuador
Caoni (Tulicorp),Manabi,237,2008,77.0,Ecuador,2.5,,Ecuador
Caoni (Tulicorp),Los Rios,245,2008,77.0,Ecuador,2.75,,Ecuador
Caoni (Tulicorp),Manabi,266,2008,55.0,Ecuador,3.0,,Ecuador
Caoni (Tulicorp),Los Rios,269,2008,55.0,Ecuador,3.25,,Ecuador
Caoni (Tulicorp),Esmeraldas,269,2008,55.0,Ecuador,3.5,,Ecuador
Captain Pembleton,"Saidor Estate, Madang P.",1263,2014,70.0,New Zealand,3.5,,Papua New Guinea
Captain Pembleton,Kulili Estate,1263,2014,70.0,New Zealand,3.75,None,Papua New Guinea
Caribeans,"Antigua, Special Reserve",1582,2015,72.0,Costa Rica,3.5,None,Guatemala
Caribeans,"Talamanca, Raul-Kekoldo community",1586,2015,72.0,Costa Rica,3.25,None,Costa Rica
Caribeans,Anselmo Paraiso Estate,1586,2015,72.0,Costa Rica,3.5,None,Costa Rica
Caribeans,Costa Rica,841,2012,72.0,Costa Rica,3.0,,Costa Rica
Caribeans,Costa Rica,845,2012,80.0,Costa Rica,2.75,,Costa Rica
Carlotta Chocolat,Arauca,1884,2016,65.0,Colombia,3.0,,Colombia
Carlotta Chocolat,Tumaco,1888,2016,65.0,Colombia,3.25,,Colombia
Carlotta Chocolat,Cordoba,1888,2016,65.0,Colombia,3.25,,Colombia
Carlotta Chocolat,Huila,1888,2016,65.0,Colombia,3.5,,Colombia
Carlotta Chocolat,Cesar,1888,2016,65.0,Colombia,3.5,,Colombia
Castronovo,"Maya Mtn, Batch 454, Heirloom",1724,2016,72.0,United States of America,4.0,,Belize
Castronovo,"the lost city, gracias a dias, batch 362",1570,2015,72.0,United States of America,3.5,,Honduras
Castronovo,"Duarte, Batch 360",1570,2015,70.0,United States of America,3.75,,Dominican Republic
Castronovo,"Piaroa, Amazonas, Batch 350",1574,2015,72.0,United States of America,3.5,None,Venezuela
Castronovo,Sierra Nevada,1347,2014,72.0,United States of America,3.5,,Colombia
Castronovo,Arauca,1371,2014,76.0,United States of America,3.5,,Colombia
Castronovo,Elvesia P.,1407,2014,70.0,United States of America,2.75,,Dominican Republic
Castronovo,Bolivia,1101,2013,70.0,United States of America,3.0,,Bolivia
Castronovo,Conacado,1101,2013,73.0,United States of America,3.5,,Dominican Republic
Castronovo,San Martin,1105,2013,70.0,United States of America,2.5,,Peru
Castronovo,"Guaniamo, Amazonas",1105,2013,70.0,United States of America,3.25,None,Venezuela
Castronovo,Nicaragua,1109,2013,72.0,United States of America,3.25,,Nicaragua
Castronovo,Tumbes,1153,2013,70.0,United States of America,2.75,,Peru
Castronovo,Guaniamo,1153,2013,72.0,United States of America,3.0,None,Venezuela
Cello,Ecuador,1247,2014,70.0,United States of America,2.5,None,Ecuador
Cello,Peru,1247,2014,70.0,United States of America,2.75,None,Peru
Cello,Venezuela,1251,2014,70.0,United States of America,2.75,None,Venezuela
Cello,Bolivia,1251,2014,70.0,United States of America,3.0,None,Bolivia
Cemoi,Equateur,404,2009,72.0,France,2.75,None,Ecuador
Chaleur B,Uganda,1426,2014,70.0,Canada,2.75,,Uganda
Charm School,Maya Mtn,1900,2016,70.0,United States of America,3.25,None,Belize
Chchukululu (Tulicorp),Arriba,486,2010,55.0,Ecuador,2.75,,Ecuador
Chchukululu (Tulicorp),Los Rios,252,2008,75.0,Ecuador,3.0,,Ecuador
Chequessett,la Amistad,1235,2014,70.0,United States of America,3.5,None,Costa Rica
Chloe Chocolat,Blend No. 1,672,2011,70.0,France,3.5,None,Unknown
Chocablog,Ecuador,1454,2015,70.0,England,3.25,None,Ecuador
Choco Del Sol,Maya Mountain w/ nibs,1407,2014,75.0,Germany,3.0,,Belize
Choco Del Sol,Maya Mountain,1407,2014,82.0,Germany,3.25,,Belize
Choco Dong,"Mekong Delta, early 2014 Harvest",1696,2015,70.0,South Korea,2.75,,Vietnam
Choco Dong,"Tawau, Oct. 2015 Harvest",1696,2015,70.0,South Korea,3.5,,Malaysia
Chocolarder,Peru,1482,2015,65.0,England,2.5,,Peru
Chocolarder,Peru + nibs,1482,2015,65.0,England,2.75,,Peru
Chocolarder,Dominican Republic,1514,2015,80.0,England,2.5,None,Dominican Republic
Chocola'te,Madagascar,647,2011,70.0,United States of America,3.75,,Madagascar
Chocola'te,Venezuela,647,2011,68.0,United States of America,3.75,None,Venezuela
Chocolate Alchemist-Philly,"Tumbes, ""Zarumilla""",1772,2016,90.0,United States of America,2.5,None,Peru
Chocolate Alchemist-Philly,"Philly Blend, 5 plantations",1772,2016,80.0,United States of America,2.5,None,Unknown
Chocolate Con Amor,Wild Bolivian,1760,2016,70.0,United States of America,2.5,None,Bolivia
Chocolate Con Amor,Uganda,1760,2016,70.0,United States of America,2.75,None,Uganda
Chocolate Con Amor,Dominican Republic,1764,2016,60.0,United States of America,3.0,None,Dominican Republic
Chocolate Con Amor,Dominican Republic,1764,2016,75.0,United States of America,3.0,None,Dominican Republic
Chocolate Con Amor,Ocumare,1764,2016,80.0,United States of America,3.0,,Venezuela
Chocolate Con Amor,Ecuador,1764,2016,70.0,United States of America,3.25,None,Ecuador
Chocolate Con Amor,Nicaragua,1768,2016,80.0,United States of America,2.75,None,Nicaragua
Chocolate Conspiracy,Peru,1259,2014,74.0,United States of America,2.75,None,Peru
Chocolate Makers,Tres Hombres,1530,2015,75.0,Netherlands,3.25,,Dominican Republic
Chocolate Makers,"Congo, Gorilla bar",1530,2015,68.0,Netherlands,3.5,,Republic of Congo
Chocolate Makers,"Peru, Awagum bar",1530,2015,80.0,Netherlands,3.75,,Peru
"Chocolate Tree, The",Maranon,1582,2015,69.0,Scotland,3.75,,Peru
"Chocolate Tree, The",Carenero Superior,1582,2015,80.0,Scotland,3.75,,Venezuela
"Chocolate Tree, The",Peru,1121,2013,70.0,Scotland,3.75,,Peru
"Chocolate Tree, The",Ecuador,919,2012,82.0,Scotland,2.5,,Ecuador
"Chocolate Tree, The",Peru,919,2012,68.0,Scotland,2.75,,Peru
"Chocolate Tree, The",Madagascar,919,2012,72.0,Scotland,3.25,,Madagascar
Chocolats Privilege,Xoconusco,1219,2014,70.0,Canada,2.5,,Mexico
ChocoReko,Patanemo,1454,2015,77.0,Japan,3.0,,Venezuela
Chocosol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",682,2011,65.0,Canada,3.25,None,Mexico
Chocovic,Xoconusco,478,2010,71.0,Spain,3.25,,Mexico
Chocovic,Sambirano,478,2010,71.0,Spain,3.5,,Madagascar
Chocovic,Kendari,439,2009,60.0,Spain,3.25,None,Unknown
Chocovic,Tarakan,439,2009,75.0,Spain,3.25,None,Unknown
Chocovic,Ocumare,209,2008,71.0,Spain,3.5,,Venezuela
Chocovic,"Bolivar, Guaranda",117,2007,71.0,Spain,2.5,,Ecuador
Chocovic,Guyave,117,2007,71.0,Spain,2.5,,Grenada
Chocovic,Maragda,117,2007,70.0,Spain,3.0,,Unknown
Chocovivo,Tabasco,1522,2015,65.0,United States of America,2.5,,Mexico
Chocovivo,Tabasco,1522,2015,75.0,United States of America,2.5,,Mexico
Choklat,Ocumare,377,2009,80.0,Canada,2.5,,Venezuela
Choklat,"Porcelana, Tabasco",377,2009,70.0,Canada,2.75,,Mexico
Choklat,Brazilian,377,2009,70.0,Canada,3.0,None,Brazil
Choklat,Brazilian,377,2009,80.0,Canada,3.0,None,Brazil
Choklat,Ocumare,377,2009,70.0,Canada,3.0,,Venezuela
Chokolat Elot (Girard),Guadeloupe,1149,2013,42.0,Martinique,2.75,None,Martinique
Choocsol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",1832,2016,75.0,Canada,3.25,None,Mexico
Christopher Morel (Felchlin),"Maranon Canyon, Fortunato No. 4",666,2011,68.0,Canada,3.75,,Peru
Chuao Chocolatier,Choroni,445,2009,61.0,United States of America,3.0,,Venezuela
Chuao Chocolatier (Pralus),Chuao,486,2010,77.0,United States of America,2.75,,Venezuela
Claudio Corallo,Terreiro Velho P. w/ sugar crystals,209,2008,80.0,Sao Tome,3.0,,Sao Tome & Principe
Claudio Corallo,Terreiro Velho P.,227,2008,75.0,Sao Tome,4.0,,Sao Tome & Principe
Claudio Corallo,Principe,252,2008,100.0,Sao Tome,1.0,,Sao Tome & Principe
Cloudforest,"Camino Verde P., Balao, Guayas, 2014",1486,2015,73.0,United States of America,3.5,None,Ecuador
Coleman & Davis,Sambirano,1646,2015,75.0,United States of America,3.0,,Madagascar
Compania de Chocolate (Salgado),Sur del Lago,579,2010,70.0,Argentina,3.25,None,Venezuela
Compania de Chocolate (Salgado),Carenero Superior,292,2008,80.0,Argentina,2.75,,Venezuela
Compania de Chocolate (Salgado),Moxos,292,2008,72.0,Argentina,3.25,None,Bolivia
Compania de Chocolate (Salgado),Ocumare,292,2008,70.0,Argentina,3.75,,Venezuela
Compania de Chocolate (Salgado),Esmeraldas,296,2008,88.0,Argentina,2.75,,Ecuador
Condor,Camino Verde,1630,2015,76.0,United States of America,3.5,None,Ecuador
Confluence,"Tien Giang, 2015, batch 10-2-16",1916,2016,78.0,United States of America,2.75,,Vietnam
Coppeneur,"Ecuador, Puristique",1169,2013,65.0,Germany,3.25,,Ecuador
Coppeneur,Ghana Puristique,813,2012,85.0,Germany,3.5,,Ghana
Coppeneur,Ecuador Puristique,817,2012,100.0,Germany,1.5,None,Ecuador
Coppeneur,Uba Budo,821,2012,72.0,Germany,3.75,,Sao Tome & Principe
Coppeneur,Madagascar,959,2012,70.0,Germany,3.5,,Madagascar
Coppeneur,Grenada,470,2010,72.0,Germany,3.25,,Grenada
Coppeneur,Chuao,478,2010,70.0,Germany,3.0,,Venezuela
Coppeneur,"Los Rios, H. Iara",558,2010,72.0,Germany,2.5,,Ecuador
Coppeneur,Trinidad,558,2010,72.0,Germany,3.0,,Trinidad Tobago
Coppeneur,Jamaica,558,2010,72.0,Germany,3.25,,Jamaica
Coppeneur,Ocumare 61,558,2010,72.0,Germany,3.25,,Venezuela
Coppeneur,"Porcelana, Apotequil",341,2009,72.0,Germany,3.0,,Peru
Coppeneur,"Porcelana, Apotequil",445,2009,62.0,Germany,3.25,,Peru
Coppeneur,Chuao 100hr,451,2009,70.0,Germany,3.5,,Venezuela
Coppeneur,Chuao 70hr,451,2009,70.0,Germany,3.75,,Venezuela
Coppeneur,"Porcelana, Tabasco, Mexico",220,2008,72.0,Germany,3.0,,Mexico
Coppeneur,"Porcelana, Venezuela",220,2008,72.0,Germany,3.0,,Venezuela
Coppeneur,"Sambirano, Menava P.",196,2007,72.0,Germany,3.0,,Madagascar
Cote d' Or (Kraft),Sensations Intense,48,2006,70.0,Belgium,1.0,None,Unknown
Cravve,New Ireland,1283,2014,70.0,Australia,2.5,,Papua New Guinea
Cravve,"Vanuatu, batch 2410",1335,2014,83.0,Australia,2.75,,Vanuatu
Cravve,"Tanzania, batch a1",971,2012,75.0,Australia,3.25,,Tanzania
Cravve,"Bahia, batch a1213",975,2012,65.0,Australia,3.25,,Brazil
Cravve,"Namau Village, N. Taileva P., batch a2812",975,2012,67.0,Australia,3.25,,Fiji
Cravve,Vanuatu,975,2012,64.0,Australia,3.25,,Vanuatu
Cravve,Djual Island,975,2012,75.0,Australia,3.5,,Papua New Guinea
Creo,"""heirloom"", Arriba Nacional",1736,2016,85.0,United States of America,3.25,,Ecuador
Creo,"""heirloom"", Arriba Nacional",1736,2016,73.0,United States of America,3.75,,Ecuador
Daintree,Goodman Estate,1654,2015,70.0,Australia,2.75,None,Australia
Daintree,"Daintree Estates, N. Queensland",785,2011,70.0,Australia,3.25,None,Australia
Dalloway,"Dominican Republic, batch 7",1928,2017,72.0,United States of America,2.75,None,Dominican Republic
Damson,Robson Estate,1610,2015,70.0,England,3.0,,Trinidad Tobago
Damson,Los Rios,1610,2015,70.0,England,3.5,None,Ecuador
Damson,Crayfish Bay aka Non Pariel Estate,1666,2015,70.0,England,2.25,None,Grenada
Damson,O'Payo,1666,2015,70.0,England,2.75,None,Nicaragua
Dandelion,"Zorzal Reserva, 2015 H., Kerchner",1816,2016,70.0,United States of America,3.75,None,Unknown
Dandelion,"Maya Mtn., Break Bar- Snark",1446,2015,70.0,United States of America,3.0,,Belize
Dandelion,Maya Mountain,1219,2014,70.0,United States of America,3.5,,Belize
Dandelion,"Camino Verde P., Balao, Guayas, 2013",1295,2014,70.0,United States of America,3.5,None,Ecuador
Dandelion,Buto,1303,2014,70.0,United States of America,2.75,None,Liberia
Dandelion,"San Francisco de Macoris, Cibao region",1387,2014,70.0,United States of America,3.75,None,Dominican Republic
Dandelion,"Cumboto, farmer Jose Lugo",1026,2013,70.0,United States of America,2.75,None,Venezuela
Dandelion,Patanemo,1026,2013,70.0,United States of America,3.25,None,Venezuela
Dandelion,"Mantuano, 2012",1085,2013,70.0,United States of America,3.5,None,Venezuela
Dandelion,Papua New Guinea,1153,2013,70.0,United States of America,3.5,None,Papua New Guinea
Dandelion,Upala,805,2012,70.0,United States of America,3.0,None,Costa Rica
Dandelion,Colombian,805,2012,70.0,United States of America,3.25,None,Colombia
Dandelion,"Elvesia, 2011",915,2012,70.0,United States of America,3.75,None,Dominican Republic
Dandelion,Dominican Republic,654,2011,70.0,United States of America,3.25,None,Dominican Republic
Dandelion,Madagascar,654,2011,70.0,United States of America,3.25,,Madagascar
Dandelion,Tanzania,654,2011,70.0,United States of America,3.25,None,Tanzania
Danta,Los Ujuxtes,1223,2014,82.0,Guatemala,3.25,None,Guatemala
Danta,Chuao,987,2012,75.0,Guatemala,3.0,,Venezuela
Danta,Los Ujuxtes,987,2012,70.0,Guatemala,3.75,None,Guatemala
Danta,Sambirano,987,2012,70.0,Guatemala,3.75,,Madagascar
Danta,Las Acacias E.,987,2012,70.0,Guatemala,4.0,,Guatemala
Danta,"Oscuro, Finca Chimelb",991,2012,70.0,Guatemala,3.25,None,Guatemala
Danta,Los Ujuxtes,661,2011,60.0,Guatemala,3.5,None,Guatemala
Danta,Las Acacias E.,423,2009,75.0,Guatemala,3.0,,Guatemala
Danta,Las Acacias E.,423,2009,60.0,Guatemala,3.25,,Guatemala
DAR,"Venezuela, batch 122",1920,2016,72.0,United States of America,2.75,None,Venezuela
DAR,Vietnam,1920,2016,72.0,United States of America,3.0,,Vietnam
DAR,"DUO, batch 002",1920,2016,70.0,United States of America,3.25,None,Ecuador
Dark Forest,Bolivia,1708,2016,75.0,United States of America,3.25,None,Bolivia
Dark Forest,Madagascar,1550,2015,70.0,United States of America,3.0,,Madagascar
Dark Forest,Ocumare,1550,2015,70.0,United States of America,3.25,None,Venezuela
Dark Forest,Tanzania,1554,2015,70.0,United States of America,3.0,None,Tanzania
Dark Forest,Ecuador,1554,2015,70.0,United States of America,3.25,None,Ecuador
Davis,Ghana,1093,2013,70.0,United States of America,2.5,,Ghana
Davis,Rainforest,1093,2013,70.0,United States of America,2.75,None,Dominican Republic
Davis,Venezuela,1093,2013,70.0,United States of America,2.75,None,Venezuela
Davis,West Africa,907,2012,58.0,United States of America,3.25,,Other
De Mendes,"Nativo, Varzea",1462,2015,72.0,Brazil,3.5,None,Brazil
De Mendes,"Selvagem, Jari",1462,2015,65.0,Brazil,3.5,None,Brazil
De Villiers,Bundibugyo District,1832,2016,70.0,South Africa,2.5,,Uganda
De Villiers,"Sambirano Valley, batch 2477",1832,2016,70.0,South Africa,3.0,None,Madagascar
Dean and Deluca (Belcolade),Madagascar,170,2007,66.0,United States of America,2.5,,Madagascar
Dean and Deluca (Belcolade),Costa Rica,175,2007,64.0,United States of America,3.0,None,Costa Rica
Dean and Deluca (Belcolade),Ecuador,175,2007,71.0,United States of America,3.0,None,Ecuador
Dean and Deluca (Belcolade),Ghana,175,2007,60.0,United States of America,3.0,,Ghana
Dean and Deluca (Belcolade),Papua New Guinea,180,2007,64.0,United States of America,3.0,None,Papua New Guinea
Dean and Deluca (Belcolade),Peru,180,2007,64.0,United States of America,3.0,None,Peru
Debauve & Gallais (Michel Cluizel),Papua New Guinea,423,2009,64.0,France,3.0,None,Papua New Guinea
Debauve & Gallais (Michel Cluizel),Venezuela,263,2008,66.0,France,3.75,None,Venezuela
Desbarres,"Kilombero, batch 41",1916,2016,72.0,Canada,2.5,None,Tanzania
DeVries,Bolivian,241,2008,80.0,United States of America,2.75,None,Bolivia
DeVries,Costa Rica,166,2007,77.0,United States of America,3.5,,Costa Rica
DeVries,Dominican Republic,166,2007,77.0,United States of America,3.5,None,Dominican Republic
Dick Taylor,Lanquin Estate,1952,2017,70.0,United States of America,3.75,None,Guatemala
Dick Taylor,Tien Giang,1864,2016,78.0,United States of America,3.5,,Vietnam
Dick Taylor,"Alto Beni, Wild Harvest, Limited Ed.",1634,2015,70.0,United States of America,3.75,None,Bolivia
Dick Taylor,Elvesia,1235,2014,74.0,United States of America,3.5,None,Dominican Republic
Dick Taylor,"Ecuador, Choc. Garage Exclusive",1034,2013,70.0,United States of America,3.25,None,Ecuador
Dick Taylor,Camino Verde,1193,2013,76.0,United States of America,3.5,None,Ecuador
Dick Taylor,Bolivia,895,2012,75.0,United States of America,2.75,None,Bolivia
Dick Taylor,Belize,955,2012,72.0,United States of America,2.75,,Belize
Dick Taylor,Sambirano,661,2011,80.0,United States of America,2.75,,Madagascar
Dick Taylor,Sambirano,661,2011,72.0,United States of America,3.0,,Madagascar
Dick Taylor,Mantuano,682,2011,75.0,United States of America,2.75,,Venezuela
Dick Taylor,La Red,769,2011,74.0,United States of America,3.0,None,Dominican Republic
Dick Taylor,Ecuador,769,2011,70.0,United States of America,3.25,None,Ecuador
Doble & Bignall,Puerto Cabello,1688,2015,85.0,England,3.0,None,Venezuela
Doble & Bignall,"Panama, Raven",1371,2014,72.0,England,3.25,None,Panama
Doble & Bignall,"Puerto Cabello, Mantuano",1371,2014,72.0,England,3.25,,Venezuela
Doble & Bignall,Johe,1407,2014,72.0,England,3.5,,Nicaragua
Dole (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,70.0,United States of America,3.75,None,Hawaii
Dolfin (Belcolade),Africa,304,2008,88.0,Belgium,3.0,,Other
Dolfin (Belcolade),Noir,63,2006,70.0,Belgium,1.5,None,Unknown
Domori,Hacienda Victoria,1672,2015,70.0,Italy,3.75,None,Ecuador
Domori,Ocumare 77,1672,2015,70.0,Italy,3.75,,Venezuela
Domori,"IL100, H. San Jose",1109,2013,100.0,Italy,3.0,,Venezuela
Domori,Morogoro,863,2012,70.0,Italy,3.5,None,Tanzania
Domori,Guasare,863,2012,70.0,Italy,3.75,,Venezuela
Domori,"Canoabo, Hacienda San Jose",693,2011,70.0,Italy,3.5,,Venezuela
Domori,"Chuao, Hacienda San Jose",470,2010,70.0,Italy,3.0,,Venezuela
Domori,"Carupano, H. San Jose",227,2008,70.0,Italy,3.0,,Venezuela
Domori,Teyuna,272,2008,70.0,Italy,3.0,None,Colombia
Domori,Blend No. 1,272,2008,78.0,Italy,3.5,,Unknown
Domori,Ilblend,272,2008,70.0,Italy,3.75,,Unknown
Domori,Porcelana,111,2007,70.0,Italy,4.0,,Venezuela
Domori,"Ocumare 61, Puertomar",129,2007,75.0,Italy,3.25,,Venezuela
Domori,Granella,135,2007,60.0,Italy,3.25,,Venezuela
Domori,Madagascar,135,2007,70.0,Italy,3.5,,Madagascar
Domori,Madagared,192,2007,70.0,Italy,3.5,,Madagascar
Domori,"Java, Javablond",192,2007,70.0,Italy,3.75,,Indonesia
Domori,Ecuador,192,2007,70.0,Italy,4.0,,Ecuador
Domori,"Ocumare 67, Puertofino",192,2007,70.0,Italy,4.0,,Venezuela
Domori,Sur del Lago Classificado,87,2006,70.0,Italy,3.0,,Venezuela
Domori,Apurimac,87,2006,70.0,Italy,3.25,,Peru
Domori,Carenero Superior,87,2006,70.0,Italy,3.5,,Venezuela
Dormouse,Non Pariel Estate,1880,2016,75.0,England,2.75,,Grenada
Dormouse,"Rio Caribe, Batch 7",1672,2015,70.0,England,2.5,,Venezuela
Dormouse,"Colombia, Batch 9",1676,2015,80.0,England,2.75,,Colombia
Dormouse,"Madagascar, Batch 8",1676,2015,77.0,England,2.75,,Madagascar
Duffy's,"Rio Dulce, Xoco",1662,2015,70.0,England,4.0,,Guatemala
Duffy's,"Chuno, Xoco",1331,2014,70.0,England,3.5,,Nicaragua
Duffy's,"Rico Rugoso, Xoco",1331,2014,76.0,England,3.75,,Nicaragua
Duffy's,Ocumare,923,2012,72.0,England,3.75,None,Venezuela
Duffy's,"Indio Rojo, Xoco",623,2011,72.0,England,3.75,,Honduras
Duffy's,Dominican Republic,661,2011,65.0,England,3.5,None,Dominican Republic
Duffy's,"Bocas del Toro, Tierra Oscura",697,2011,72.0,England,3.0,None,Panama
Duffy's,"Nicaliso, Xoco",697,2011,71.0,England,3.25,,Nicaragua
Duffy's,Ocumare,765,2011,71.0,England,3.5,None,Venezuela
Duffy's,Panama,516,2010,70.0,England,3.5,None,Panama
Duffy's,"Corazon del Ecuador, Calceta beans",516,2010,72.0,England,3.75,None,Ecuador
Duffy's,Star of Ecuador,523,2010,70.0,England,2.5,None,Ecuador
Duffy's,Star of Peru,523,2010,70.0,England,3.75,None,Peru
Dulcinea,Dominican Republic,1506,2015,70.0,United States of America,3.25,None,Dominican Republic
Durand,Madagascar,841,2012,82.0,France,2.75,,Madagascar
Durci,"Maranon, Joya Rara",1626,2015,70.0,United States of America,3.5,,Peru
Durci,"Rio Caribe, Tepui Treasure",1626,2015,70.0,United States of America,3.5,,Venezuela
Durci,Taino Secret,1630,2015,70.0,United States of America,3.25,None,Dominican Republic
Durci,"Carenero, Empyrean Sabor",1630,2015,70.0,United States of America,3.25,,Venezuela
Durci,Corona Arriba,1630,2015,70.0,United States of America,4.0,None,Ecuador
East Van Roasters,Peru,1343,2014,70.0,Canada,3.25,None,Peru
East Van Roasters,Madagascar,1343,2014,70.0,Canada,3.5,,Madagascar
East Van Roasters,Dominican Republic,1343,2014,70.0,Canada,3.75,None,Dominican Republic
Eau de Rose,Tumaco,1812,2016,70.0,Canada,3.25,None,Colombia
Eau de Rose,Arauca,1812,2016,70.0,Canada,3.25,None,Colombia
Eclat (Felchlin),"Maranon, Good & Evil, w/ nibs",919,2012,72.0,United States of America,2.75,,Peru
Edelmond,Porcelana,1876,2016,68.0,Germany,3.0,,Venezuela
El Ceibo,"Alto Beni, Covendo Region",709,2011,75.0,Bolivia,3.75,None,Bolivia
El Ceibo,Alto Beni,252,2008,71.0,Bolivia,2.75,None,Bolivia
El Rey,San Joaquin,1662,2015,70.0,Venezuela,3.75,None,Venezuela
El Rey,"Rio Caribe, Macuro",439,2009,70.0,Venezuela,3.0,,Venezuela
El Rey,"Carenero Superior, Apamate",206,2008,74.0,Venezuela,2.5,,Venezuela
El Rey,"Carenero Superior, Bucare",206,2008,58.0,Venezuela,2.5,,Venezuela
El Rey,"Carenero Superior, Mijao",206,2008,61.0,Venezuela,3.0,,Venezuela
El Rey,"Carenero Superior, Gran Saman",32,2006,70.0,Venezuela,2.75,,Venezuela
Emerald Estate,Emerald Estate,1137,2013,60.0,St. Lucia,2.75,None,Saint Lucia
Emerald Estate,Emerald Estate,1137,2013,70.0,St. Lucia,3.25,None,Saint Lucia
Emily's,Patanemo,1450,2015,79.0,Japan,3.0,None,Venezuela
Emily's,Peru,1454,2015,78.0,Japan,3.5,,Peru
ENNA,"Wampusirpi, batch 007",1916,2016,75.0,United States of America,3.25,None,Honduras
Enric Rovira (Claudio Corallo),Terreiro Velho P.,565,2010,80.0,Spain,3.25,,Sao Tome & Principe
Erithaj (A. Morin),Ben Tre,1205,2014,70.0,France,3.25,,Vietnam
Erithaj (A. Morin),Ham Luong,1209,2014,80.0,France,3.0,,Vietnam
Erithaj (A. Morin),Ba Lai,1209,2014,74.0,France,3.25,,Vietnam
Escazu,Rio Caribe,903,2012,70.0,United States of America,2.75,,Venezuela
Escazu,Guapiles,414,2009,65.0,United States of America,2.0,None,Costa Rica
Escazu,Carenero Superior,423,2009,81.0,United States of America,3.5,,Venezuela
Escazu,"Carenero, Guapiles, Ocumare blend",431,2009,74.0,United States of America,2.75,None,Costa Rica
Escazu,Ocumare,252,2008,72.0,United States of America,3.0,,Venezuela
Ethel's Artisan (Mars),"Peru, Madagascar",666,2011,55.0,United States of America,2.5,None,Peru
Ethel's Artisan (Mars),Trinidad,666,2011,55.0,United States of America,2.5,,Trinidad Tobago
Ethel's Artisan (Mars),Porcelana,666,2011,70.0,United States of America,2.5,,Venezuela
Ethel's Artisan (Mars),Red Vanilla,666,2011,62.0,United States of America,2.75,None,Unknown
Ethel's Artisan (Mars),"Venezuela, Trinidad",672,2011,62.0,United States of America,2.5,None,Venezuela
Ethereal,Belize,1275,2014,80.0,United States of America,3.0,,Belize
Ethereal,Ecuador,1275,2014,80.0,United States of America,3.5,None,Ecuador
Ethereal,Dominican Republic,1275,2014,80.0,United States of America,3.75,None,Dominican Republic
Fearless (AMMA),"Monte Alegre, D. Badaro, Raw, Organic",565,2010,75.0,United States of America,2.75,None,Brazil
Feitoria Cacao,Blue Mountain,1732,2016,76.0,Portugal,3.0,None,Jamaica
Feitoria Cacao,Cuyagua,1736,2016,76.0,Portugal,2.5,None,Venezuela
Feitoria Cacao,Maya Mountain,1736,2016,76.0,Portugal,2.75,,Belize
Felchlin,Grenada,494,2010,58.0,Switzerland,3.5,,Grenada
Felchlin,Supremo- SF,105,2006,62.0,Switzerland,2.0,None,Unknown
Felchlin,Elvesia P.,105,2006,74.0,Switzerland,3.0,,Dominican Republic
Felchlin,"Madagascar, Grand Cru",48,2006,64.0,Switzerland,3.0,,Madagascar
Felchlin,Maracaibo Clasificado,48,2006,65.0,Switzerland,3.0,,Venezuela
Felchlin,Arriba,48,2006,72.0,Switzerland,3.5,,Ecuador
Felchlin,"Alto Beni, Cru Savage",56,2006,68.0,Switzerland,4.0,,Bolivia
Finca,Puerto Rico,1283,2014,65.0,United States of America,2.25,None,Puerto Rico
Finca,Dominican Republic,1283,2014,80.0,United States of America,3.0,None,Dominican Republic
Finca,Dominican Republic,1283,2014,70.0,United States of America,3.25,None,Dominican Republic
Finca,Dominican Republic,1287,2014,85.0,United States of America,2.5,None,Dominican Republic
Forever Cacao,Rio Eni,1267,2014,72.0,England,2.75,,Peru
Forteza (Cortes),Dominican Republic,1776,2016,70.0,Puerto Rico,2.75,None,Dominican Republic
Forteza (Cortes),Puerto Rico,1776,2016,80.0,Puerto Rico,2.75,None,Dominican Republic
Fossa,"Akesson's E., Sambirano V.",1772,2016,70.0,Singapore,2.75,None,Madagascar
Fossa,"Camino Verde P., Balao, Guayas",1776,2016,75.0,Singapore,3.5,None,Ecuador
Fossa,"Kokoa Kamili Coop, Kilombero",1776,2016,67.0,Singapore,3.75,,Tanzania
Franceschi,Choroni,1355,2014,70.0,Venezuela,3.5,None,Venezuela
Franceschi,Ocumare,1355,2014,70.0,Venezuela,3.75,None,Venezuela
Franceschi,Canoabo,911,2012,70.0,Venezuela,3.75,None,Venezuela
